Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³)
2023-11-25 00:00:00,228,310.78125,76.81458333,184.3420139,161.5611111,48.73506944,13.425,1.1325,26.96284722,8.345972222
2023-11-26 00:00:00,292.9756944,380.1458333,126.059375,276.4609848,252.2032609,72.01423611,15.57604167,0.250520833,19.31354167,9.179097222
2023-11-27 00:00:00,315.2847222,377.6666667,70.10381944,129.0784722,125.6538194,50.52881944,11.45034722,0.2703125,10.83368056,7.537465278
2023-11-28 00:00:00,257.8809524,292.8901515,31.26631944,17.26909722,34.52465278,19.40833333,13.27013889,0.967916667,9.276736111,4.938159722
2023-11-29 00:00:00,184.2951389,263.4548611,55.02256944,73.40381944,83.77777778,48.00694444,10.89409722,2.969513889,11.28645833,6.2809375
2023-11-30 00:00:00,231.7708333,326.5416667,66.18993056,98.096875,105.9913194,62.54236111,12.98194444,3.367604167,10.26111111,10.36336806
2023-12-01 00:00:00,237.9826389,319.5451389,37.43020833,33.10659722,47.98923611,26.45069444,15.17743056,1.736631944,18.52569444,7.626145833
2023-12-02 00:00:00,160.8923611,242.1284722,48.15208333,56.87569444,69.39166667,38.85347222,12.35659722,2.158055556,16.83506944,8.433958333
2023-12-03 00:00:00,139.6354167,210.3333333,44.54826389,53.37361111,64.59965278,35.13888889,11.54236111,1.942777778,18.70069444,6.553229167
2023-12-04 00:00:00,143.8645833,218.25,42.01631944,44.85277778,58.09618056,32.528125,11.97013889,1.841805556,18.08888889,5.200208333
2023-12-05 00:00:00,119.1231884,186.8876812,34.27424242,29.53787879,43.56704545,21.14734848,25.540625,1.320795455,23.05606061,6.036628788
2023-12-06 00:00:00,152.0486111,219.2256944,37.65,56.13988095,60.2577381,20.69404762,13.17604167,1.675297619,39.38452381,4.41077381
2023-12-07 00:00:00,190.0625,268.2222222,44.171875,78.68472222,77.70034722,27.2375,15.78680556,2.087673611,22.44375,6.150104167
2023-12-08 00:00:00,175.9375,256.5555556,44.925,82.51701389,80.31736111,26.96770833,13.07326389,2.021284722,25.14166667,8.0315625
2023-12-09 00:00:00,174.115942,247.0434783,37.26319444,59.68125,62.03368056,21.25208333,12.17465278,1.623090278,27.63958333,7.730520833
2023-12-10 00:00:00,168.9409722,239.8680556,39.31041667,67.62569444,67.75729167,22.234375,16.03611111,1.793090278,24.41111111,6.123993056
2023-12-11 00:00:00,175.1770833,270.5868056,59.790625,147.8875,127.2788194,41.02534722,15.88993056,2.911840278,21.20625,6.938020833
2023-12-12 00:00:00,235.2604167,343.1319444,78.94270833,212.3232639,177.1121528,57.35729167,13.95277778,3.381701389,13.13611111,7.822152778
2023-12-13 00:00:00,307.5705128,424.3717949,68.26987179,168.7467949,146.8416667,46.31217949,41.80595238,2.662777778,11.13205128,10.61208333
2023-12-14 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-12-15 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-12-16 00:00:00,238.1666667,366.5166667,80.11145833,225.7552083,185.2135417,59.26666667,33.625,3.207395833,13.32395833,3.34952381
2023-12-17 00:00:00,229.9722222,312.4027778,48.25798611,108.3763889,96.86805556,33.66805556,22.78333333,1.278576389,20.37222222,4.071145833
2023-12-18 00:00:00,168.1701389,235.3680556,31.55277778,41.20104167,47.31770833,18.61840278,18.15902778,0.824270833,18.71666667,4.194340278
2023-12-19 00:00:00,146.1284722,218.6666667,35.91354167,51.93194444,56.81909722,20.921875,14.39826389,1.532118056,38.78194444,3.677013889
2023-12-20 00:00:00,175.1875,254.4756944,41.37395833,73.99236111,72.98854167,26.67777778,13.94652778,1.871944444,21.43125,4.137916667
2023-12-21 00:00:00,286.5381944,390.6979167,58.284375,133.3430556,118.3197917,53.39930556,14.82916667,2.8084375,18.40416667,3.928958333
2023-12-22 00:00:00,398.6875,533.9236111,66.32608696,162.5449275,140.384058,88.98985507,11.9780303,3.781413043,16.54673913,3.574128788
2023-12-23 00:00:00,345.75,448.0615942,53.16022727,132.7761364,113.8409091,74.26401515,35.71979167,3.876590909,12.54270833,5.290492424
2023-12-24 00:00:00,330.2256944,427.0729167,29.93958333,72.24131944,62.77361111,43.47986111,10.83159722,4.327938596,18.290625,11.17875
2023-12-25 00:00:00,255.7986111,328.2951389,19.11111111,32.09548611,32.60590278,24.04826389,18.18015873,1.948368056,19.28229167,7.106180556
2023-12-26 00:00:00,283.4270833,374.0138889,23.49027778,48.8875,45.10590278,32.01458333,16.4375,2.572152778,16.34583333,8.918229167
2023-12-27 00:00:00,296.3478261,395.4710145,18.94340278,33.13298611,33.034375,25.36770833,14.10486111,1.600208333,10.55694444,10.31864583
2023-12-28 00:00:00,236.6909722,318.2361111,15.21376812,19.75797101,22.88297101,18.12427536,16.97644928,1.461736111,16.72391304,6.322971014
2023-12-29 00:00:00,265.8125,371,16.98506944,25.37534722,27.30347222,20.09027778,13.08514493,1.846770833,11.77638889,6.652152778
2023-12-30 00:00:00,268.8106061,371.3560606,13.92326389,16.40625,20.04305556,13.47534722,19.74930556,1.5678125,12.09479167,5.5153125
2023-12-31 00:00:00,220.21875,309.6805556,15.359375,21.47083333,23.90763889,17.371875,17.25625,1.460590278,8.917708333,5.672951389
